"participant" "outcome" "rt" "affect"
"313" 2 1 1.47559999999963 65
"314" 2 -2 1.80370000000019 33
"315" 2 1 1.54560000000056 65
"316" 2 -2 1.25969999999925 23
"317" 2 -1 1.3065 35
"318" 2 2 1.20540000000037 83
"319" 2 2 1.25270000000019 69
"320" 2 1 1.49729999999981 73
"321" 2 1 3.95460000000056 70
"322" 2 -2 1.087 17
"323" 2 2 1.54410000000056 79
"324" 2 1 1.26730000000075 80
"325" 2 1 1.798 75
"326" 2 1 1.08890000000037 76
"327" 2 -1 1.29809999999963 27
"328" 2 -2 1.86909999999963 14
"329" 2 -1 1.41560000000056 25
"330" 2 -1 2.423 14
"331" 2 -1 1.39460000000056 41
"332" 2 -2 1.651 12
"333" 2 -1 1.795 23
"334" 2 2 1.43779999999981 86
"335" 2 -2 1.48690000000037 28
"336" 2 2 1.48390000000037 74
"337" 2 1 1.64810000000056 68
"338" 2 -1 1.16509999999963 28
"339" 2 2 1.21520000000019 79
"340" 2 -2 1.39139999999944 22
"341" 2 -1 1.41590000000037 25
"342" 2 -1 1.89189999999944 12
"343" 2 -1 1.13009999999963 27
"344" 2 1 1.4955 74
"345" 2 -2 1.58390000000037 20
"346" 2 -1 1.41709999999963 22
"347" 2 1 1.3315 66
"348" 2 1 4.30279999999981 91
"349" 2 -1 1.43610000000056 40
"350" 2 1 1.83790000000037 68
"351" 2 -2 1.45389999999944 24
"352" 2 1 1.61860000000056 79
"353" 2 2 1.57059999999963 78
"354" 2 -2 3.0525 30
"355" 2 -2 3.0315 22
"356" 2 2 1.27080000000075 69
"357" 2 2 2.83079999999981 81
"358" 2 1 2.1835 69
"359" 2 -2 2.47819999999925 31
"360" 2 2 1.96920000000112 77
"361" 2 1 1.64959999999963 71
"362" 2 -2 1.626 33
"363" 2 1 2.55519999999925 73
"364" 2 2 2.263 78
"365" 2 -2 1.52670000000112 25
"366" 2 -2 1.617 21
"367" 2 1 1.5025 74
"368" 2 1 1.28940000000037 62
"369" 2 -1 1.20240000000037 34
"370" 2 -1 3.24840000000037 36
"371" 2 -1 1.245 33
"372" 2 2 1.80759999999963 85
"373" 2 1 1.47590000000037 66
"374" 2 -1 1.673 26
"375" 2 2 1.70020000000112 69
"376" 3 -1 2.69489999997616 3
"377" 3 -2 2.81679999995232 2
"378" 3 2 2.48429999995232 99
"379" 3 1 2.28719999992847 99
"380" 3 2 1.69740000009537 100
