"participant" "outcome" "rt" "affect"
"10613" 57 2 1.40890000000037 99
"10614" 57 -2 1.19719999999925 25
"10615" 57 -1 1.21959999999963 22
"10616" 57 -2 1.01389999999851 24
"10617" 57 -1 1.56920000000112 17
"10618" 57 1 1.35710000000149 80
"10619" 57 -1 1.47269999999925 27
"10620" 57 1 1.41680000000075 87
"10621" 57 -1 1.56940000000037 18
"10622" 57 -2 1.79390000000037 13
"10623" 57 1 1.49770000000112 81
"10624" 57 -2 2.3255 1
"10625" 57 2 1.57209999999963 100
"10626" 57 -2 2.50160000000149 2
"10627" 57 2 1.825 99
"10628" 57 -1 1.48530000000075 24
"10629" 57 2 1.57619999999925 99
"10630" 57 -1 1.23579999999888 9
"10631" 57 1 1.02759999999963 82
"10632" 57 2 1.91359999999963 99
"10633" 57 1 2.01520000000112 99
"10634" 57 1 1.45080000000075 99
"10635" 57 -2 1.92620000000112 4
"10636" 57 2 1.507 99
"10637" 57 1 0.979 98
"10638" 57 -2 1.44830000000075 2
"10639" 57 -1 2.07480000000074 1
"10640" 57 1 1.72689999999851 62
"10641" 57 -2 1.82269999999926 2
"10642" 57 2 1.67420000000112 100
"10643" 57 -2 1.86259999999963 1
"10644" 57 -1 1.2155 6
"10645" 57 -1 1.922 17
"10646" 57 1 2.66690000000037 71
"10647" 57 -2 1.906 3
"10648" 57 2 1.82330000000075 100
"10649" 57 2 1.91209999999963 99
"10650" 57 2 1.32459999999963 99
"10651" 57 -1 1.64880000000075 5
"10652" 57 -1 1.13190000000037 3
"10653" 57 1 1.31670000000112 65
"10654" 57 1 1.52690000000037 82
"10655" 57 -2 1.19220000000112 13
"10656" 57 2 1.22159999999963 89
"10657" 57 -1 1.14330000000075 15
"10658" 57 -1 1.04409999999963 21
"10659" 57 -2 1.09270000000112 16
"10660" 57 1 1.13870000000112 74
"10661" 57 -2 1.14820000000112 8
"10662" 57 1 1.1735 85
"10663" 57 -2 1.17670000000112 11
"10664" 57 1 1.05540000000037 71
"10665" 57 1 1.45930000000075 72
"10666" 57 1 0.979400000000373 79
"10667" 57 -2 1.58569999999925 10
"10668" 57 2 1.32320000000112 93
"10669" 57 1 1.03869999999925 87
"10670" 57 2 1.3665 99
"10671" 57 -2 1.14040000000037 17
"10672" 57 -1 1.13580000000075 14
"10673" 57 2 1.67379999999888 93
"10674" 57 1 1.22319999999925 84
"10675" 57 -2 1.77680000000075 6
"10676" 57 1 1.29790000000037 82
"10677" 57 2 1.46859999999963 91
"10678" 57 -1 1.24729999999888 14
"10679" 57 -1 1.14840000000037 19
"10680" 57 -2 1.69390000000037 2
"10681" 57 2 1.76079999999888 98
"10682" 57 2 1.34680000000074 99
"10683" 57 2 1.40629999999888 99
"10684" 57 -1 2.36319999999925 2
"10685" 57 -1 1.26940000000037 8
"10686" 57 1 1.413 78
"10687" 57 -1 1.11559999999963 9
"10688" 57 -2 1.763 1
"10689" 57 -2 1.44069999999925 2
"10690" 57 2 1.70419999999925 97
"10691" 57 -1 1.26429999999888 7
"10692" 57 2 1.44379999999888 99
"10693" 57 -2 1.43019999999925 5
"10694" 57 1 1.5235 77
"10695" 57 -1 1.66079999999888 11
"10696" 57 -2 1.48530000000075 2
"10697" 58 -1 2.07580000000075 77
"10698" 58 1 1.94679999999702 77
"10699" 58 1 1.42219999999925 81
"10700" 58 -1 4.10269999999926 33
"10701" 58 -2 2.462 80
"10702" 58 1 2.11930000000075 23
"10703" 58 -2 1.73339999999851 80
"10704" 58 -2 1.59419999999925 72
"10705" 58 1 1.61769999999925 74
"10706" 58 -2 2.16739999999851 17
"10707" 58 1 2.28980000000075 50
"10708" 58 2 2.67340000000224 100
"10709" 58 -1 2.59560000000149 7
"10710" 58 2 1.993 50
"10711" 58 2 2.12019999999925 28
"10712" 58 -2 1.53930000000075 16
"10713" 58 1 2.66639999999851 69
"10714" 58 2 1.31 99
"10715" 58 -2 2.04059999999776 1
"10716" 58 1 1.65779999999702 99
"10717" 58 2 1.75510000000149 66
"10718" 58 -1 2.09880000000074 85
"10719" 58 -2 2.30809999999776 96
"10720" 58 2 1.327 99
"10721" 58 2 1.33780000000075 83
"10722" 58 2 1.58360000000149 19
"10723" 58 -2 1.659 15
"10724" 58 2 1.98669999999925 11
"10725" 58 -1 2.75719999999925 88
"10726" 58 1 1.95229999999702 50
"10727" 58 2 1.90760000000149 8
"10728" 58 2 1.92309999999776 82
"10729" 58 1 1.66510000000149 60
"10730" 58 -1 1.55519999999925 13
"10731" 58 1 1.55360000000149 64
"10732" 58 -1 1.61259999999776 17
"10733" 58 -2 1.61730000000075 9
"10734" 58 1 1.60239999999851 20
"10735" 58 -2 1.69929999999702 76
"10736" 58 -2 2.167 50
"10737" 58 2 1.8175 74
"10738" 58 -1 2.53630000000074 42
"10739" 58 -1 1.96469999999925 84
"10740" 58 -1 3.48430000000074 51
"10741" 58 1 1.31059999999776 51
"10742" 58 -1 1.63910000000149 73
"10743" 58 -2 1.4325 13
"10744" 58 1 2.31530000000074 34
"10745" 58 -1 1.2235 22
"10746" 58 -1 1.93469999999925 79
"10747" 58 2 1.3005 84
"10748" 58 -2 2.0985 27
"10749" 58 -2 2.04430000000074 97
"10750" 58 1 1.65569999999925 78
"10751" 58 -2 1.47840000000224 71
"10752" 58 1 1.51239999999851 84
"10753" 58 1 1.95879999999702 33
"10754" 58 2 1.52210000000149 81
"10755" 58 2 1.72939999999851 9
"10756" 58 -2 1.63760000000149 21
"10757" 58 1 2.01840000000224 49
"10758" 58 2 2.19959999999776 1
"10759" 58 -1 1.80139999999851 5
"10760" 58 -1 2.40830000000074 81
"10761" 58 2 1.2855 99
"10762" 58 -1 1.83139999999851 55
"10763" 58 -2 1.46719999999925 75
"10764" 58 2 2.45140000000224 100
"10765" 58 2 1.65580000000075 98
"10766" 58 -2 2.24089999999851 51
"10767" 58 -1 1.49470000000298 55
"10768" 58 1 1.17510000000149 88
"10769" 58 2 2.6765 36
"10770" 58 -1 2.36260000000149 50
"10771" 58 1 1.64719999999926 92
"10772" 58 -1 1.97279999999702 28
"10773" 58 -2 4.51009999999776 28
"10774" 58 -2 1.8345 100
"10775" 58 1 1.33219999999925 49
"10776" 58 -1 2.43280000000075 52
"10777" 58 -2 1.62559999999776 49
"10778" 58 1 1.41969999999926 49
"10779" 58 2 1.74720000000298 41
"10780" 58 1 3.20089999999851 50
"10781" 58 -2 1.45990000000224 82
"10782" 58 1 2.1755 72
"10783" 58 2 1.86719999999926 9
"10784" 58 1 1.2645 39
"10785" 58 -1 1.46339999999851 18
"10786" 58 -1 1.25439999999851 74
"10787" 58 -2 1.71339999999851 65
"10788" 58 2 1.14080000000074 47
"10789" 58 -1 1.84010000000149 73
"10790" 58 -1 1.71810000000149 77
"10791" 58 -2 1.37969999999925 81
"10792" 58 2 1.5255 50
"10793" 58 2 1.0955 83
"10794" 58 2 1.13840000000224 65
"10795" 58 2 0.971400000002235 100
"10796" 58 -1 1.4705 83
"10797" 58 1 3.70089999999851 72
"10798" 58 -2 1.9835 58
"10799" 58 -1 1.75169999999925 50
"10800" 58 2 1.14540000000224 55
"10801" 58 -2 1.46030000000075 40
"10802" 58 -2 1.97459999999776 40
"10803" 58 -2 1.5495 30
"10804" 58 1 1.2105 62
"10805" 58 1 1.17320000000298 64
"10806" 58 1 1.0275 66
"10807" 58 -1 1.5135 61
"10808" 58 1 2.09709999999776 8
"10809" 58 -2 1.25280000000075 11
"10810" 58 1 1.27289999999851 76
"10811" 58 -1 4.454 65
"10812" 58 -1 1.63589999999851 40
"10813" 58 1 0.982 73
"10814" 58 -1 2.084 89
"10815" 58 -2 1.29019999999925 90
"10816" 58 1 1.36869999999925 19
"10817" 58 2 1.14360000000149 86
"10818" 58 1 1.36839999999851 16
"10819" 58 1 1.45740000000224 7
"10820" 58 -2 1.42080000000075 90
"10821" 58 -1 1.359 50
"10822" 58 2 1.19110000000149 55
"10823" 58 2 1.79869999999926 99
"10824" 58 1 0.98360000000149 99
"10825" 58 2 1.22369999999926 58
"10826" 58 -1 1.06940000000224 65
"10827" 58 1 0.70860000000149 60
"10828" 58 -2 1.02630000000074 68
"10829" 58 -2 2.25630000000075 99
"10830" 58 2 1.31960000000149 18
"10831" 58 2 1.82869999999926 15
"10832" 58 -2 1.37780000000075 17
"10833" 58 2 1.50369999999925 4
"10834" 58 -1 2.027 90
"10835" 58 -2 1.4025 7
"10836" 58 -1 2.29919999999925 41
"10837" 58 -2 1.17369999999926 17
"10838" 58 -1 2.43660000000149 39
"10839" 58 1 1.13780000000075 86
"10840" 58 -1 1.61169999999925 98
"10841" 58 -1 1.39560000000149 49
"10842" 58 -2 3.32489999999851 79
"10843" 58 2 1.09510000000149 88
"10844" 58 -2 1.7415 50
"10845" 58 1 1.35130000000075 72
"10846" 58 1 1.71890000000224 61
"10847" 58 -1 1.22139999999851 91
"10848" 58 -2 1.29919999999925 89
"10849" 58 1 1.36419999999925 80
"10850" 58 -2 1.47160000000149 20
"10851" 58 2 0.823900000002235 75
"10852" 58 1 1.2625 36
"10853" 58 2 1.2915 26
"10854" 58 -2 4.4095 65
"10855" 58 1 1.06679999999702 96
"10856" 58 2 1.49869999999925 98
"10857" 58 2 1.301 54
"10858" 58 -1 1.97330000000075 39
"10859" 58 -2 2.97969999999926 32
"10860" 58 -1 3.92490000000224 13
"10861" 58 -2 1.934 55
"10862" 58 2 2.01110000000149 50
"10863" 58 2 1.27439999999851 51
"10864" 58 2 1.64280000000074 14
"10865" 58 -1 1.40919999999926 81
"10866" 58 1 1.23609999999776 52
"10867" 58 2 1.47180000000074 71
"10868" 58 2 2.2685 68
"10869" 58 1 1.2405 96
"10870" 58 -2 1.36939999999851 65
"10871" 58 -2 1.07260000000149 90
"10872" 58 2 1.20940000000224 79
"10873" 58 1 1.67509999999776 11
"10874" 58 1 1.05869999999926 76
"10875" 58 2 1.0865 81
"10876" 58 -1 1.815 29
"10877" 58 -2 0.955400000002235 70
"10878" 58 -1 2.6555 21
"10879" 58 -1 2.24219999999925 62
"10880" 58 1 0.8305 72
"10881" 58 -1 0.900599999997765 67
"10882" 58 -2 0.919 63
"10883" 59 2 2.00160000000297 99
"10884" 59 -2 2.14840000000224 1
"10885" 59 1 3.18490000000299 91
"10886" 59 -2 3.34150000000297 2
"10887" 59 1 2.31820000000074 100
"10888" 59 2 3.38950000000297 100
"10889" 59 2 2.66220000000298 100
"10890" 59 -2 3.16530000000226 2
"10891" 59 2 3.69170000000298 99
"10892" 59 2 1.46920000000077 99
"10893" 59 1 2.30470000000147 98
"10894" 59 -1 3.04760000000073 2
"10895" 59 -2 2.49100000000221 2
"10896" 59 -2 2.10030000000226 2
"10897" 59 -2 1.78470000000001 2
"10898" 59 1 2.94670000000077 99
"10899" 59 2 1.83510000000225 99
"10900" 59 -2 2.98070000000298 1
"10901" 59 -2 2.20120000000001 3
"10902" 59 1 2.87670000000001 100
"10903" 59 -2 2.02670000000001 1
"10904" 59 1 2.42759999999998 99
"10905" 59 2 2.0023000000015 99
"10906" 59 -1 2.79520000000147 3
"10907" 59 -1 2.76270000000001 1
"10908" 59 2 2.4878000000015 99
"10909" 59 1 2.22170000000001 100
"10910" 59 -1 2.26810000000149 3
"10911" 59 -1 1.86200000000297 2
"10912" 59 -2 2.1708000000015 1
"10913" 59 2 1.91930000000296 99
"10914" 59 -1 2.28070000000147 1
"10915" 59 2 2.14140000000002 99
"10916" 59 -1 2.04190000000148 2
"10917" 59 1 2.08880000000075 100
"10918" 59 -2 2.30220000000298 2
"10919" 59 1 3.42240000000154 99
"10920" 59 -1 1.90320000000298 2
"10921" 59 -1 1.95550000000303 3
"10922" 59 1 1.86959999999998 99
"10923" 59 -2 1.92909999999998 2
"10924" 59 -1 2.05050000000221 2
"10925" 59 -1 2.6400000000007 2
"10926" 59 2 2.15770000000147 99
"10927" 59 1 2.62930000000074 100
"10928" 59 2 1.92130000000144 100
"10929" 59 -1 1.9490000000007 2
"10930" 59 1 1.84500000000151 99
"10931" 59 2 2.78070000000077 99
"10932" 59 2 2.11990000000223 100
"10933" 59 -2 2.91420000000228 2
"10934" 59 -2 2.02140000000223 2
"10935" 59 -2 1.92220000000228 2
"10936" 59 -2 1.86609999999998 2
"10937" 59 1 2.13780000000144 100
"10938" 59 -1 1.69419999999995 2
"10939" 59 -2 3.10669999999995 2
"10940" 59 1 2.18319999999995 98
"10941" 59 -1 1.90950000000151 1
"10942" 59 1 1.83150000000151 100
"10943" 59 1 2.21400000000303 99
"10944" 59 2 1.99770000000298 98
"10945" 59 -2 1.78800000000151 1
"10946" 59 2 2.41500000000151 99
"10947" 59 1 1.27580000000144 99
"10948" 59 2 1.52150000000151 100
"10949" 59 -2 1.80570000000298 1
"10950" 59 -2 2.02460000000079 3
"10951" 59 -2 1.53640000000154 2
"10952" 59 1 2.85000000000221 99
"10953" 59 1 2.177600000003 100
"10954" 59 -1 1.73819999999995 1
"10955" 59 -1 1.7180000000007 2
"10956" 59 2 1.6985 100
"10957" 59 -1 1.8630000000007 2
"10958" 59 -1 1.72930000000226 2
"10959" 59 2 2.14450000000303 99
"10960" 59 2 3.64610000000149 99
"10961" 59 -1 1.70720000000228 2
"10962" 59 -1 1.79710000000219 2
"10963" 59 1 2.4055000000007 99
"10964" 59 2 1.734 99
"10965" 59 2 1.79440000000002 99
"10966" 59 -1 1.59340000000224 2
"10967" 59 -1 1.54230000000005 1
"10968" 59 1 1.94510000000219 99
"10969" 59 -2 1.50280000000144 2
"10970" 59 -2 1.46809999999998 2
"10971" 59 1 1.89359999999998 100
"10972" 59 2 1.46900000000221 100
"10973" 59 2 2.90760000000149 100
"10974" 59 -2 1.69380000000005 2
"10975" 59 -1 1.79320000000298 3
"10976" 59 -1 1.5045000000007 2
"10977" 59 1 1.53440000000154 100
"10978" 59 -1 2.06480000000214 1
"10979" 59 1 1.6025000000014 99
"10980" 59 2 1.81710000000149 100
"10981" 59 1 1.67880000000144 99
"10982" 59 2 1.82820000000065 99
"10983" 59 -2 1.39920000000158 2
"10984" 59 -2 1.3525 2
"10985" 59 2 1.50290000000084 100
"10986" 59 -2 2.07660000000009 2
"10987" 59 -1 1.31160000000079 2
"10988" 59 -2 2.01310000000219 2
"10989" 59 2 2.4595 99
"10990" 59 -2 2.22260000000289 3
"10991" 59 -2 2.02920000000228 1
"10992" 59 1 2.18240000000154 100
"10993" 59 -2 1.67210000000289 0
"10994" 59 -2 1.4865000000007 1
"10995" 59 -1 1.45550000000303 2
"10996" 59 1 2.07320000000065 100
"10997" 59 2 2.32580000000144 99
"10998" 59 -1 1.44940000000224 2
"10999" 59 -2 1.51969999999995 1
"11000" 59 2 1.57580000000214 98
"11001" 59 -1 1.57060000000289 2
"11002" 59 1 1.5565000000007 99
"11003" 59 -1 2.0535000000007 2
"11004" 59 -1 1.59380000000005 3
"11005" 59 2 1.72860000000219 100
"11006" 59 2 2.35070000000158 99
"11007" 59 1 1.43660000000149 99
"11008" 59 -2 1.7645 3
"11009" 59 -2 1.9450000000007 1
"11010" 59 1 1.68760000000289 99
"11011" 59 2 1.33159999999776 99
"11012" 59 2 1.718 100
"11013" 59 -1 2.75410000000009 4
"11014" 59 2 1.7230000000014 100
"11015" 59 1 2.15269999999926 88
"11016" 59 1 1.68440000000154 94
"11017" 59 1 1.58780000000144 88
"11018" 59 -1 1.90240000000084 5
"11019" 59 2 1.23360000000079 100
"11020" 59 1 1.51140000000293 97
"11021" 59 -1 1.6095000000007 8
"11022" 59 -1 1.76660000000149 2
"11023" 59 -1 1.48830000000075 11
"11024" 59 1 1.61430000000144 96
"11025" 59 -2 1.59830000000307 3
"11026" 59 2 1.3960000000014 97
"11027" 59 2 1.64360000000219 98
"11028" 59 1 1.366 95
"11029" 59 1 1.81910000000079 95
"11030" 59 -1 1.45370000000158 26
"11031" 59 -2 2.39070000000298 2
"11032" 59 -1 1.45840000000084 13
"11033" 59 2 1.32120000000158 100
"11034" 59 -2 2.56630000000075 3
"11035" 59 1 1.21050000000303 87
"11036" 59 -1 1.38320000000158 39
"11037" 59 1 1.36500000000303 93
"11038" 59 -1 1.10460000000079 16
"11039" 59 -1 1.25130000000144 19
"11040" 59 -2 1.39720000000065 11
"11041" 59 2 2.77250000000303 100
"11042" 59 2 1.45919999999995 98
"11043" 59 -2 1.36360000000219 13
"11044" 59 -1 1.37490000000224 24
"11045" 59 1 1.42569999999995 99
"11046" 59 -2 1.50230000000307 7
"11047" 59 -1 1.47500000000303 13
"11048" 59 -1 1.32120000000228 17
"11049" 59 2 1.37330000000005 100
"11050" 59 1 1.62690000000084 81
"11051" 59 1 1.40170000000065 99
"11052" 59 1 1.55430000000144 98
"11053" 59 -1 1.49460000000009 22
"11054" 59 -2 1.57270000000158 1
"11055" 59 1 1.43460000000289 72
"11056" 59 -2 1.5560000000014 1
"11057" 59 -1 1.53560000000219 17
"11058" 59 2 1.75740000000084 99
"11059" 59 -2 1.35040000000084 9
"11060" 59 2 1.30740000000224 100
"11061" 59 -2 1.48020000000158 2
"11062" 59 1 1.35230000000307 99
"11063" 59 1 1.30269999999995 99
"11064" 59 2 1.44970000000158 98
"11065" 59 -1 1.74060000000009 23
"11066" 59 2 2.26210000000289 99
"11067" 59 -2 1.38569999999995 12
"11068" 59 -2 1.31690000000293 13
"11069" 59 -1 1.3020000000007 20
"11070" 59 1 1.1665000000014 92
"11071" 59 -2 1.13820000000065 18
"11072" 59 2 1.18230000000307 99
"11073" 59 2 1.49539999999991 99
"11074" 60 2 3.20179999999702 67
"11075" 60 -1 1.56920000000298 43
"11076" 60 -2 2.72120000000298 36
"11077" 60 -2 3.43 27
"11078" 60 2 2.19330000000447 69
"11079" 60 -2 1.72520000000298 37
"11080" 60 1 1.179 70
"11081" 60 2 2.46180000000447 80
"11082" 60 -1 1.40360000000149 39
"11083" 60 -1 1.673 46
"11084" 60 2 2.46210000000149 52
"11085" 60 -1 1.58 40
"11086" 60 -2 2.116 22
"11087" 60 1 2.29389999999851 62
"11088" 60 1 1.656 68
"11089" 60 -1 1.45640000000596 39
"11090" 60 1 1.28169999999553 65
"11091" 60 -2 1.63030000000447 36
"11092" 60 1 1.42669999999553 69
"11093" 60 -1 1.26520000000298 37
"11094" 60 -2 1.51079999999702 30
"11095" 60 1 1.08980000000447 66
"11096" 60 -2 1.70119999999553 35
"11097" 60 2 1.37719999999553 79
"11098" 60 1 3.02730000000447 72
"11099" 60 -2 3.43820000000298 32
"11100" 60 1 3.27330000000447 70
"11101" 60 2 3.387 80
"11102" 60 2 3.46520000000298 66
"11103" 60 2 1.62660000000149 70
"11104" 60 -1 3.02360000000149 40
"11105" 60 -2 2.547 43
"11106" 60 2 1.93520000000298 62
"11107" 60 2 2.10089999999851 64
"11108" 60 -2 2.31939999999851 37
"11109" 60 1 2.82780000000447 58
"11110" 60 1 1.96689999999851 61
"11111" 60 -1 2.59329999999702 44
"11112" 60 -1 2.1645 38
"11113" 60 -2 1.99740000000596 36
"11114" 60 1 1.99670000000298 57
"11115" 60 2 2.20280000000447 61
"11116" 60 -1 1.54269999999553 47
"11117" 60 1 4.5355 65
"11118" 60 2 1.8475 60
"11119" 60 -1 3.16779999999702 41
"11120" 60 1 1.44770000000298 66
"11121" 60 2 1.58810000000149 69
"11122" 60 2 2.17789999999851 73
"11123" 60 -2 1.32029999999702 41
"11124" 60 2 1.3535 72
"11125" 60 1 1.37680000000447 63
"11126" 60 -1 1.51609999999404 44
"11127" 60 -1 1.53329999999702 45
"11128" 60 -2 1.91119999999553 42
"11129" 60 1 1.32070000000298 68
"11130" 60 2 2.27 82
"11131" 60 1 2.08089999999851 68
"11132" 60 2 1.61939999999851 76
"11133" 60 -2 3.44789999999851 29
"11134" 60 -2 2.93929999999702 22
"11135" 60 -1 2.90539999999851 35
"11136" 60 -1 2.37319999999553 44
"11137" 60 1 1.35 69
"11138" 60 2 2.28960000000149 69
"11139" 60 -2 2.2175 30
"11140" 60 1 1.79319999999553 73
"11141" 60 1 3.11670000000298 59
"11142" 60 1 1.32319999999553 67
"11143" 60 -2 2.12509999999404 35
"11144" 60 1 2.14689999999851 71
"11145" 60 -1 2.31230000000447 45
"11146" 60 2 2.57539999999851 78
"11147" 60 2 1.94570000000298 67
"11148" 60 -1 1.95409999999404 43
"11149" 60 2 1.80269999999553 73
"11150" 60 -1 1.98670000000298 39
"11151" 60 -2 2.26079999999702 35
"11152" 60 2 1.72730000000447 74
"11153" 60 1 1.92009999999404 62
"11154" 60 -1 2.77370000000298 41
"11155" 60 -2 2.09340000000596 36
"11156" 60 -1 2.331 45
"11157" 60 1 3.04820000000298 61
"11158" 60 -2 2.34689999999851 30
"11159" 60 1 1.84689999999851 62
"11160" 60 2 1.92010000000149 68
"11161" 60 -1 1.33170000000298 30
"11162" 60 -1 1.93679999999702 41
"11163" 60 -2 1.92320000000298 23
"11164" 60 -2 2.18770000000298 42
"11165" 60 2 2.38569999999553 74
"11166" 60 -2 2.32269999999553 24
"11167" 60 -1 1.4795 37
"11168" 60 2 1.51559999999404 69
"11169" 60 1 1.56979999999702 57
"11170" 60 2 1.11469999999553 69
"11171" 60 -2 1.2585 33
"11172" 60 -1 2.14079999999702 39
"11173" 60 1 1.37710000000149 56
"11174" 60 1 1.63510000000149 63
"11175" 60 1 1.81619999999553 57
"11176" 60 1 0.95480000000447 61
"11177" 60 -1 1.34080000000447 30
"11178" 60 1 1.17779999999702 76
"11179" 60 -2 0.91039999999851 30
"11180" 60 1 1.11889999999851 59
"11181" 60 -2 1.48489999999851 36
"11182" 60 -2 2.28829999999702 27
"11183" 60 2 1.5235 84
"11184" 60 -1 1.32490000000596 46
"11185" 60 2 2.611 69
"11186" 60 1 1.18380000000447 63
"11187" 60 1 1.64120000000298 77
"11188" 60 -2 2.10729999999702 20
"11189" 60 2 1.326 70
"11190" 60 -2 1.39639999999851 30
"11191" 60 -2 1.29059999999404 44
"11192" 60 -1 1.47420000000298 46
"11193" 60 2 1.17079999999702 78
"11194" 60 -1 1.3675 41
"11195" 60 2 1.20289999999851 71
"11196" 60 -2 1.277 37
"11197" 60 -1 1.3985 36
"11198" 60 2 2.05719999999553 70
"11199" 60 -1 1.835 37
"11200" 60 -1 1.31589999999851 44
"11201" 60 1 3.31820000000298 62
"11202" 60 2 2.1895 82
"11203" 60 -2 2.29029999999702 29
"11204" 60 2 2.99969999999553 65
"11205" 60 -2 2.6375 35
"11206" 60 1 1.89379999999702 64
"11207" 60 -1 1.47179999999702 30
"11208" 60 2 1.99119999999553 74
"11209" 60 2 1.58379999999702 72
"11210" 60 -1 2.17369999999553 40
"11211" 60 -2 1.351 26
"11212" 60 -1 4.22980000000447 36
"11213" 60 1 2.21889999999851 61
"11214" 60 -1 1.18060000000149 34
"11215" 60 1 1.64440000000596 59
"11216" 60 -1 1.61719999999553 43
"11217" 60 2 1.82880000000447 65
"11218" 60 1 1.7105 75
"11219" 60 -2 1.32429999999702 35
"11220" 60 2 1.56910000000149 78
"11221" 60 -1 2.69270000000298 45
"11222" 60 -2 3.34429999999702 30
"11223" 60 -1 2.31630000000447 43
"11224" 60 1 1.60770000000298 59
"11225" 60 -1 1.43679999999702 32
"11226" 60 -2 1.34029999999702 30
"11227" 60 -1 1.819 43
"11228" 60 -1 1.5085 22
"11229" 60 2 1.22060000000149 74
"11230" 60 -2 1.53489999999851 35
"11231" 60 2 1.11709999999404 79
"11232" 60 2 2.34660000000149 65
"11233" 60 1 2.16820000000298 65
"11234" 60 1 1.32410000000149 58
"11235" 60 -2 2.75359999999404 34
"11236" 60 -1 1.27320000000298 39
"11237" 60 2 1.4755 65
"11238" 60 -2 1.31330000000447 42
"11239" 60 1 1.20989999999851 58
"11240" 60 -2 1.31129999999702 38
"11241" 60 2 2.47389999999851 74
"11242" 60 1 2.6005 57
"11243" 60 1 1.208 65
"11244" 60 -2 1.86969999999553 23
"11245" 60 2 2.04230000000447 79
"11246" 60 -2 1.95920000000298 37
"11247" 60 -2 3.12590000000596 25
"11248" 60 2 2.185 65
"11249" 60 1 0.98510000000149 59
"11250" 60 2 2.22830000000447 71
"11251" 60 2 1.22889999999851 68
"11252" 60 -2 1.72169999999553 19
"11253" 60 1 2.41010000000149 76
"11254" 60 1 1.4 68
"11255" 60 1 1.65660000000149 69
"11256" 60 -2 1.38920000000298 37
"11257" 60 -1 2.50570000000298 39
"11258" 60 -1 1.9905 38
"11259" 60 -1 1.97789999999851 42
"11260" 60 2 1.10790000000596 79
"11261" 61 2 2.71690000003576 87
"11262" 61 1 2.01590000003576 85
"11263" 61 -1 2.13539999997616 50
"11264" 61 1 1.6555 68
"11265" 61 1 1.6955 63
"11266" 61 -1 1.457 50
"11267" 61 2 2.01330000001192 77
"11268" 61 -2 1.82269999998808 35
"11269" 61 -2 1.6435 28
"11270" 61 -1 2.31530000001192 20
"11271" 61 2 1.76430000001192 77
"11272" 61 1 2.02740000003576 76
"11273" 61 -2 2.08219999998808 11
"11274" 61 -1 1.33659999996424 51
"11275" 61 2 1.42269999998808 69
"11276" 61 1 1.46189999997616 62
"11277" 61 2 1.555 80
"11278" 61 -1 1.54089999997616 39
"11279" 61 2 1.37130000001192 71
"11280" 61 -1 1.51219999998808 49
"11281" 61 2 1.46980000001192 75
"11282" 61 -2 3.02439999997616 21
"11283" 61 -2 4.21639999997616 35
"11284" 61 2 2.078 75
"11285" 61 -1 2.125 44
"11286" 61 2 1.75410000002384 72
"11287" 61 -1 2.01940000003576 37
"11288" 61 2 2.64140000003576 86
"11289" 61 -1 1.68269999998808 50
"11290" 61 1 1.52869999998808 66
"11291" 61 2 1.86439999997616 84
"11292" 61 -2 1.48679999995232 34
"11293" 61 -2 2.60530000001192 24
"11294" 61 1 1.87089999997616 63
"11295" 61 1 1.63430000001192 67
"11296" 61 -2 2.04029999995232 22
"11297" 61 1 1.66569999998808 62
"11298" 61 1 1.7355 63
"11299" 61 -2 1.51169999998808 16
"11300" 61 -1 1.49230000001192 28
"11301" 61 -2 2.1191999999762 8
"11302" 61 2 1.75189999996428 78
"11303" 61 -2 2.00479999995232 7
"11304" 61 -2 1.6080999999881 5
"11305" 61 1 1.43219999998808 57
"11306" 61 -1 1.41439999996428 34
"11307" 61 1 1.28899999998813 56
"11308" 61 1 1.63149999995227 55
"11309" 61 2 1.51389999998803 69
"11310" 61 1 1.75049999995227 70
"11311" 61 2 1.37509999996424 84
"11312" 61 -1 1.78660000002384 22
"11313" 61 1 1.587 80
"11314" 61 1 1.41819999996421 67
"11315" 61 -2 1.39909999999998 14
"11316" 61 -1 1.79080000000005 45
"11317" 61 2 1.44430000000005 81
"11318" 61 1 1.56190000000002 71
"11319" 61 -2 1.2755999999881 6
"11320" 61 -2 1.76249999995227 9
"11321" 61 -1 1.23839999997616 8
"11322" 61 -2 1.17480000000005 6
"11323" 61 2 1.70869999999995 57
"11324" 61 -1 1.18779999995232 40
"11325" 61 -2 1.33259999997611 19
"11326" 61 -1 1.97459999995236 33
"11327" 61 -1 2.61399999995227 36
"11328" 61 1 1.4720999999881 58
"11329" 61 2 1.63340000000002 72
"11330" 61 2 2.38669999995234 82
"11331" 61 2 1.31959999999998 76
"11332" 61 -1 1.58299999995227 42
"11333" 61 -2 1.64409999995236 23
"11334" 61 2 1.17049999997613 72
"11335" 61 -2 1.61359999999998 16
"11336" 61 -1 1.34829999997618 16
"11337" 61 -1 1.54619999995234 7
"11338" 61 2 1.7195 74
"11339" 61 -1 1.84869999998808 5
"11340" 61 -2 1.93129999997618 5
"11341" 61 2 1.30080000000005 78
"11342" 61 2 1.64729999997618 80
"11343" 61 -1 1.6775999999881 37
"11344" 61 -2 2.08459999995236 25
"11345" 61 1 1.1151999999762 59
"11346" 61 1 1.29099999997613 62
"11347" 61 -2 1.53739999998803 19
"11348" 61 1 1.28469999999995 65
